Title,Parallel,Type,Rarity,Edition Size,Description,Ability,Cost,Attack,Health,Image URL,Token ID,Artist,mp_img_url
Foundry Technician,Augencore,Unit,Uncommon,"5,000","The foundry-ships of the Augencore never cease their productions, the great furnaces at their core powering ship & industry alike.","Shielded
After you play an upgrade, draw a card.",2,2.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_FoundryTechnician/Agc_FoundryTechnician_Non_Ucm_Fe_Img.png,10212,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_FoundryTechnician/Agc_FoundryTechnician_Non_Prm_Mp_Img.png
Reliant Gamma,Kathari,Unit,Uncommon,"6,000","Kathari are the tide. They flow as one. Together, there is no single barrier that can stop them.","At the start of your turn, if you control another friendly Clone, this unit gains +1/+1.",1,2.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_ReliantGamma/Kat_ReliantGamma_Non_Ucm_Fe_Img.png,10213,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_ReliantGamma/Kat_ReliantGamma_Non_Prm_Mp_Img.png
Instant Replicator,Augencore,Upgrade,Rare,"2,000","Given enough raw materials, the Augencore can rapidly deploy new advances in their ever-growing arsenal with ease & efficiency.","When this upgrade is attached, it becomes a copy of another target upgrade on the field.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_InstantReplicator/Agc_InstantReplicator_Non_Rar_Fe_Img.png,10235,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_InstantReplicator/Agc_InstantReplicator_Non_Prm_Mp_Img.png
Antius's Forecast,Kathari,Effect,Common,"45,000","Antius was amongst the best of us. Perhaps, with this opportunity, you shall be too.","Play a copy of a non-legendary Clone in your bank. The copy gains Battle Ready and ""At the end of your turn, destroy this unit.”",8,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_AntiussForecast/Kat_AntiussForecast_Non_Cmn_Fe_Img.png,10237,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_AntiussForecast/Kat_AntiussForecast_Non_Prm_Mp_Img.png
Pocket Dimension,Shroud,Relic,Rare,"1,000",It sure beats a traditional bag of tricks.,"Skip your start of turn and end of turn draws.
After an effect is played, choose one:
Draw a card.
Put a random card from your singularity into your hand.",4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_PocketDimension/Shr_PocketDimension_Day_Rar_Fe_Img.png,10240,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_PocketDimension/Shr_PocketDimension_Non_Prm_Mp_Img.png
Pocket Dimension,Shroud,Relic,Rare,"1,000",It sure beats a traditional bag of tricks.,"Skip your start of turn and end of turn draws.
After an effect is played, choose one:
Draw a card.
Put a random card from your singularity into your hand.",4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_PocketDimension/Shr_PocketDimension_Ngt_Rar_Fe_Img.png,10241,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_PocketDimension/Shr_PocketDimension_Non_Prm_Mp_Img.png
The Tree Of Nehemiah,Earthen,Relic,Uncommon,"2,500",They say it’s bark is so hard as to be nearly indestructible. It has stood here for thousands of years and will continue to for thousands more. Let it be a beacon for all those who stand for earth.,"At the start of your turn, create a 0/2 Grove Attendant. If there are at least 3 revealed enemy bank cards, create a 2/2 Grove Sentry instead.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_TheTreeOfNehemiah/Ert_TheTreeOfNehemiah_Day_Ucm_Fe_Img.png,10242,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_TheTreeOfNehemiah/Ert_TheTreeOfNehemiah_Non_Prm_Mp_Img.png
The Tree Of Nehemiah,Earthen,Relic,Uncommon,"2,500",They say it’s bark is so hard as to be nearly indestructible. It has stood here for thousands of years and will continue to for thousands more. Let it be a beacon for all those who stand for earth.,"At the start of your turn, create a 0/2 Grove Attendant. If there are at least 3 revealed enemy bank cards, create a 2/2 Grove Sentry instead.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_TheTreeOfNehemiah/Ert_TheTreeOfNehemiah_Ngt_Ucm_Fe_Img.png,10243,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_TheTreeOfNehemiah/Ert_TheTreeOfNehemiah_Non_Prm_Mp_Img.png
Gaia's Call,Earthen,Relic,Legendary,450,"If you think we Earthen fervently defend this planet, just wait until you push her too far.","At the start of your turn, this relic gains 1 counter.
After there are 3 or more counters on this relic, destroy it and play all units in your bank for free. They gain Battle Ready and ignore Pacifist this turn.",4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GaiasCall/Ert_GaiasCall_Day_Lgn_Fe_Img.png,10246,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GaiasCall/Ert_GaiasCall_Non_Prm_Mp_Img.png
Gaia's Call,Earthen,Relic,Legendary,450,"If you think we Earthen fervently defend this planet, just wait until you push her too far.","At the start of your turn, this relic gains 1 counter.
After there are 3 or more counters on this relic, destroy it and play all units in your bank for free. They gain Battle Ready and ignore Pacifist this turn.",4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GaiasCall/Ert_GaiasCall_Ngt_Lgn_Fe_Img.png,10247,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GaiasCall/Ert_GaiasCall_Non_Prm_Mp_Img.png
Warden,Marcolian,Upgrade,Uncommon,"4,000","They said it could not be done, but fitting a cannon to the simplest tool creates a deadly weapon.","When upgraded unit attacks, deal 1 damage to target enemy unit.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Mcl_Warden/Mcl_Warden_Day_Ucm_Fe_Img.png,10250,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Mcl_Warden/Mcl_Warden_Non_Prm_Mp_Img.png
Warden,Marcolian,Upgrade,Uncommon,"4,000","They said it could not be done, but fitting a cannon to the simplest tool creates a deadly weapon.","When upgraded unit attacks, deal 1 damage to target enemy unit.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Mcl_Warden/Mcl_Warden_Ngt_Ucm_Fe_Img.png,10251,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Mcl_Warden/Mcl_Warden_Non_Prm_Mp_Img.png
Void Crystal,Shroud,Relic,Uncommon,"5,000","“I’ve never seen anything like this, even our best are failing to even categorize the materials. This isn’t right.” - Fiscius, Elder Formatician","The first time a card is banished on your turn, gain 1 energy.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_VoidCrystal/Shr_VoidCrystal_Act_Ucm_Fe_Img.png,10253,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_VoidCrystal/Shr_VoidCrystal_Non_Prm_Mp_Img.png
Void Crystal,Shroud,Relic,Uncommon,"5,000","“I’ve never seen anything like this, even our best are failing to even categorize the materials. This isn’t right.” - Fiscius, Elder Formatician","The first time a card is banished on your turn, gain 1 energy.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_VoidCrystal/Shr_VoidCrystal_Inc_Ucm_Fe_Img.png,10254,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_VoidCrystal/Shr_VoidCrystal_Non_Prm_Mp_Img.png
Eye Of Galli,Kathari,Effect,Rare,"1,000","Barely a speck among the stars, the Eye of Galli looks down upon the battlefield. Jumping excitedly out of his seat, the Second Palm of Galli points at the battle map. “That one! I want that one, Gamma! Fire the beam.”","Draw the top card of the enemy deck and reduce its cost by 2. If that card is a unit, it is also a Clone.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_EyeOfGalli/Kat_EyeOfGalli_Day_Rar_Fe_Img.png,10258,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_EyeOfGalli/Kat_EyeOfGalli_Non_Prm_Mp_Img.png
Eye Of Galli,Kathari,Effect,Rare,"1,000","Barely a speck among the stars, the Eye of Galli looks down upon the battlefield. Jumping excitedly out of his seat, the Second Palm of Galli points at the battle map. “That one! I want that one, Gamma! Fire the beam.”","Draw the top card of the enemy deck and reduce its cost by 2. If that card is a unit, it is also a Clone.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_EyeOfGalli/Kat_EyeOfGalli_Ngt_Rar_Fe_Img.png,10259,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_EyeOfGalli/Kat_EyeOfGalli_Non_Prm_Mp_Img.png
Cost Of Creation,Shroud,Effect,Rare,"2,000","The fools say we have lost our humanity, they never knew it was a resource to be bargained with.","Discard any number of cards in your hand, then draw that many. Take damage equal to the number of discarded cards. If you discard all cards in your hand, put them in the singularity.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_CostOfCreation/Shr_CostOfCreation_Non_Rar_Fe_Img.png,10262,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Shr_CostOfCreation/Shr_CostOfCreation_Non_Prm_Mp_Img.png
Trade Secrets,Augencore,Effect,Legendary,800,"More valuable than Trilithium, more guarded than the High Command of Mars. The Augencore's secrets are their most prized possession.",Copy all upgrades attached to a friendly unit onto another friendly unit.,3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_TradeSecrets/Agc_TradeSecrets_Non_Lgn_Fe_Img.png,10265,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_TradeSecrets/Agc_TradeSecrets_Non_Prm_Mp_Img.png
G.R.A.U.L.,Augencore,Unit,Rare,"2,000","General Repair and Augmented Labor. They’re reliable, can take a beating, and are a great tool for new recruits to learn the ropes on the job.","Shielded
Muster: You may attach an upgrade from your bank onto this unit.",4,3.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_Graul/Agc_Graul_Non_Rar_Fe_Img.png,10268,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_Graul/Agc_Graul_Non_Prm_Mp_Img.png
Seeing Triple,Kathari,Effect,Common,"50,000","“The problem with fighting the Kathari, is you’re never sure if it’s the one you just shot, or his friend coming to get his revenge.” - Marcolian Soldier’s Joke",Create three 1/1 Gallian Iterants with Defender.,4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_SeeingTriple/Kat_SeeingTriple_Non_Cmn_Fe_Img.png,10271,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_SeeingTriple/Kat_SeeingTriple_Non_Prm_Mp_Img.png
Star Chart,Universal,Relic,Rare,"2,000","The map was lying, then. The map never lies!","At the start of your turn, look at the top three cards of your deck and put one into your hand instead of drawing a card. Put the others on the bottom of your deck in a random order.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_StarChart/Unv_StarChart_Non_Rar_Fe_Img.png,10275,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_StarChart/Unv_StarChart_Non_Prm_Mp_Img.png
Backup Copy,Kathari,Effect,Common,"50,000","Before any of you dream of rebellion, know that you are one of thousands. With a mere push of a button, you can and will be replaced.",Put target friendly unit into your hand. It can't be played this turn.,1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_BackupCopy/Kat_BackupCopy_Non_Cmn_Fe_Img.png,10298,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_BackupCopy/Kat_BackupCopy_Non_Prm_Mp_Img.png
Smuggled Supplies,Universal,Effect,Common,"50,000","It never hurts to be prepared, and sometimes, it pays dividends.",You may play revealed cards in your bank this turn as though they were in your hand.,1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_SmuggledSupplies/Unv_SmuggledSupplies_Non_Cmn_Fe_Img.png,10299,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_SmuggledSupplies/Unv_SmuggledSupplies_Non_Prm_Mp_Img.png
Enhanced Blueprints,Augencore,Effect,Rare,"2,800","A Skirmish? A Battle! No, this is just field testing.","If you control an upgraded unit, look at the top 3 cards of your deck and choose one to draw. Put the others on the bottom of your deck in a random order.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_EnhancedBlueprints/Agc_EnhancedBlueprints_Non_Rar_Fe_Img.png,10307,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_EnhancedBlueprints/Agc_EnhancedBlueprints_Non_Prm_Mp_Img.png
Jury-Rigged Juggernaut,Augencore,Unit,Legendary,800,"The Augencore are masters of pushing things to the brink. In times of great need, they are also extremely capable of going far beyond.","Shielded
Muster: Create a copy of all upgrades in your bank and attach them to this unit.",8,4.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_JuryRiggedJuggernaut/Agc_JuryRiggedJuggernaut_Non_Lgn_Fe_Img.png,10309,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_JuryRiggedJuggernaut/Agc_JuryRiggedJuggernaut_Non_Prm_Mp_Img.png
Kill Switch,Augencore,Upgrade,Common,"50,000","Desperately outnumbered and beset upon from all sides, the valiant Pilot had one last trick up their sleeve.","After upgraded unit is destroyed, destroy target enemy unit.
This upgrade can’t be Salvaged.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_KillSwitch/Agc_KillSwitch_Non_Cmn_Fe_Img.png,10313,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_KillSwitch/Agc_KillSwitch_Non_Prm_Mp_Img.png
Thundr-01 Munitions,Augencore,Relic,Uncommon,"9,000",Prototype THUNDR-01 Shells. Designated for Field Testing by Combat Overseer Arak. Extreme caution advised.,Increase damage dealt and taken by friendly units by 1.,3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_Thundr001Munitions/Agc_Thundr001Munitions_Non_Ucm_Fe_Img.png,10314,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_Thundr001Munitions/Agc_Thundr001Munitions_Non_Prm_Mp_Img.png
Doctor's Assistant,Earthen,Unit,Common,"37,000",Sometimes healing requires many hands.,Muster: Reveal a friendly banked card. Heal a friendly unit equal to the revealed card’s cost.,3,3.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_DoctorsAssistant/Ert_DoctorsAssistant_Non_Cmn_Fe_Img.png,10316,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_DoctorsAssistant/Ert_DoctorsAssistant_Non_Prm_Mp_Img.png
Kamuy Protector,Earthen,Unit,Uncommon,"9,000",There is an ancient Earthen saying about these warriors. Roughly translated it comes out as “Don’t poke the Kamuy”.,"Other friendly Kamuy Protectors have +1/+1.
After an adjacent unit takes Decay damage, play a Kamuy Protector from your deck for free.",2,2.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_KamuyProtector/Ert_KamuyProtector_Non_Ucm_Fe_Img.png,10318,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_KamuyProtector/Ert_KamuyProtector_Non_Prm_Mp_Img.png
Cleanse The Earth,Earthen,Effect,Rare,"3,200","We, humans, can sometimes forget the damage we do to the earth and that the only way to fix it is to wipe the slate clean. Looks like its time for a reminder.","Put target enemy non-paragon unit into the enemy's hand. If you have less than 10 health, target up to two enemy non-paragon units instead.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_CleanseTheEarth/Ert_CleanseTheEarth_Non_Rar_Fe_Img.png,10320,@OSCARMARSTUDIO,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_CleanseTheEarth/Ert_CleanseTheEarth_Non_Prm_Mp_Img.png
